adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,keywords
False,,38000000,Comedy;Romance,,8874,tt0119738,en,My Best Friend's Wedding,"When she receives word that her longtime platonic pal Michael O'Neal is getting married to debutante Kimberly Wallace, food critic Julianne Potter realizes her true feelings for Michael -- and sets out to sabotage the wedding.",4.678572,/2eBKtBVObRfd85nUbS0nLhhpayR.jpg,TriStar Pictures,,1997-06-19,299288605,105,en;fr;it,Released,It's about finding the love of your life. And deciding what to do about it.,My Best Friend's Wedding,False,6.4,606,karaoke;marriage proposal;new love;love of one's life;kiss;man-woman relation;secret love;wedding
False,,900000,Drama,,266,tt0057345,fr,Le Mépris,Screenwriter Paul Javal's marriage to his wife Camille disintegrates during a film production as she spends time with its producer.,7.543337,/e8AFmkWiY6MS7Em4GmLuqjEDc1v.jpg,Rome Paris Films;Les Films Concordia;Compagnia Cinematografica Champion,,1963-10-21,528428,103,en;fr;de;it,Released,"More Bold! More Brazen! And Much, Much More Bardot!",Contempt,False,7.5,138,love triangle;italy;film business;capri;cinecittà;villa;film making;film producer;screenwriter;jealousy;car crash;divorce
False,,2500000,Drama;Romance,,468,tt0102494,en,My Own Private Idaho,"In this loose adaptation of Shakespeare's ""Henry IV,"" Mike Waters (River Phoenix) is a gay hustler afflicted with narcolepsy. Scott Favor (Keanu Reeves) is the rebellious son of a mayor. Together, the two travel from Portland, Oregon to Idaho and finally to the coast of Italy in a quest to find Mike's estranged mother. Along the way they turn tricks for money and drugs, eventually attracting the attention of a wealthy benefactor and sexual deviant.",7.289727,/2AzIv2b6mI2Ye4uJUTdi4wjIvLb.jpg,Fine Line Features,,1991-10-17,0,104,en,Released,"It's not where you go, it's how you get there.",My Own Private Idaho,False,7.1,218,individual;gay;father son relationship;rome;robbery;treasure;portland;cocaine;generations confilct;idaho;hustler;german;seattle;narkolepsy;pink bathrobe;prostitution;gay sex;incest;lgbt;road movie
False,,35000000,Crime;Drama;Mystery;Thriller,,2118,tt0119488,en,L.A. Confidential,Three detectives in the corrupt and brutal L.A. police force of the 1950s use differing methods to uncover a conspiracy behind the shotgun slayings of the patrons at an all-night diner.,10.989442,/rIXzJCAvyd3Ci8ipylDQ5wUKqwh.jpg,Regency Enterprises;Wolper Organization;Warner Bros.,,1997-09-19,126216940,138,en,Released,Everything is suspect... Everyone is for sale... And nothing is what it seems.,L.A. Confidential,False,7.7,1340,corruption;detective;shotgun;morgue;f word;domestic violence;corpse;crime;district attorney;bandage;movie star;man with glasses;knife in thigh;good cop bad cop;switchblade;call girl;1950s;falsifying
False,,0,Drama;Romance,,1959,tt0120257,en,Swept from the Sea,"The film tells the story of Russian emigree and the only survivor from ship crash Yanko Goorall and servant Amy Foster in the end of 19th century. When Yanko enters a farm sick and hungry after the shipwreck, everyone is afraid of him, except for Amy, who is very kind and helps him. Soon he becomes like a son for Dr. James Kennedy and romance between Yanko and Amy follows.",9.688237,/24CGT6BDh5TjaoxfUdeAg36NhBA.jpg,Tapson Steel Films Productions,,1998-01-23,0,113,en,Released,,Swept from the Sea,False,6.5,12,underdog;sea;wales;ukraine;strangeness;shipwreck;loss of husband;doctor;xenophobia;woman director;strange person
False,,18000000,Comedy,,1281,tt0118689,en,Bean,"Bean works as a caretaker at Britain's formidable Royal National Gallery, and his bosses want to fire him because he sleeps at work all the time, but can't because the chairman of the gallery's board defends him. They send him to USA, to the small Los Angeles art gallery instead, where he'll have to officiate at the opening of the greatest US picture ever (called ""Whistler's Mother"").",12.799853,/pKGGzotqkNDEL2ix4VU1bWmteK5.jpg,Tiger Aspect Productions;PolyGram Filmed Entertainment;Working Title Films,,1997-07-03,251212670,85,en,Released,One Man. One Masterpiece. One Very Big Mistake.,Bean,False,6.3,602,paris;london england;california;airport;vault;destroy;museum;arts and culture;chaos;repair;clumsy fellow;guard;arts expert;host family;damage;poster;artwork;creativity;painting;hospital;los angeles;amusement park;teenage rebellion;laxative
False,,15000000,Drama,,4995,tt0118749,en,Boogie Nights,"Set in 1977, back when sex was safe, pleasure was a business and business was booming, idealistic porn producer Jack Horner aspires to elevate his craft to an art form. Horner discovers Eddie Adams, a hot young talent working as a busboy in a nightclub, and welcomes him into the extended family of movie-makers, misfits and hangers-on that are always around. Adams' rise from nobody to a celebrity adult entertainer is meteoric, and soon the whole world seems to know his porn alter ego, ""Dirk Diggler"". Now, when disco and drugs are in vogue, fashion is in flux and the party never seems to stop, Adams' dreams of turning sex into stardom are about to collide with cold, hard reality.",7.595679,/gTq6MPt7SeMiJ2miHeMoNEZTz4p.jpg,New Line Cinema;Ghoulardi Film Company;Lawrence Gordon Productions,,1997-09-11,43101594,155,en,Released,"The life of a dreamer, the days of a business, and the nights in between.",Boogie Nights,False,7.5,812,pornography;sex;porn actor;pornographic video;from rags to riches;drug;porn industry;gay lead character
False,,38000000,Comedy;Family,,6283,tt0119715,en,MouseHunt,"Down-on-their luck brothers, Lars and Ernie Smuntz, aren't happy with the crumbling old mansion they inherit... until they discover the estate is worth millions. Before they can cash in, they have to rid the house of it's single, stubborn occupant: a tiny and tenacious mouse.",6.456233,/6GnKDTplmmHaqRWLv7LHpLSDOBC.jpg,DreamWorks,,1997-12-19,122417389,98,en,Released,Who's hunting who?,MouseHunt,False,6.2,297,brother brother relationship;loss of father;mouse;house;inheritance
False,,200000000,Drama;Romance;Thriller,http://www.titanicmovie.com,597,tt0120338,en,Titanic,"84 years later, a 101-year-old woman named Rose DeWitt Bukater tells the story to her granddaughter Lizzy Calvert, Brock Lovett, Lewis Bodine, Bobby Buell and Anatoly Mikailavich on the Keldysh about her life set in April 10th 1912, on a ship called Titanic when young Rose boards the departing ship with the upper-class passengers and her mother, Ruth DeWitt Bukater, and her fiancé, Caledon Hockley. Meanwhile, a drifter and artist named Jack Dawson and his best friend Fabrizio De Rossi win third-class tickets to the ship in a game. And she explains the whole story from departure until the death of Titanic on its first and last voyage April 15th, 1912 at 2:20 in the morning.",26.88907,/kHXEpyfl6zqn8a6YuozZUujufXf.jpg,Paramount Pictures;Twentieth Century Fox Film Corporation;Lightstorm Entertainment,,1997-11-18,1845034188,194,en;fr;de;sv;it;ru,Released,Nothing on Earth could come between them.,Titanic,False,7.5,7770,shipwreck;iceberg;ship;panic;titanic;ocean liner;epic;rich woman - poor man;love;disaster;tragic love;class differences;imax;star crossed lovers;steerage;salvage;rich snob;3d;1910s
False,,110000000,Adventure;Action;Thriller,http://www.mgm.com/view/movie/2029/Tomorrow-Never-Dies/,714,tt0120347,en,Tomorrow Never Dies,A deranged media mogul is staging international incidents to pit the world's superpowers against each other. Now 007 must take on this evil mastermind in an adrenaline-charged battle to end his reign of terror and prevent global pandemonium.,17.159576,/k3eI9q7ISgpDEu2CMwR2s6inJVp.jpg,Eon Productions,,1997-12-11,333011068,119,de;en;da;zh;cn,Released,Yesterday is a memory. Today is history. Tomorrow is in the hands of one man.,Tomorrow Never Dies,False,6.0,941,london england;england;spy;china;news broadcast;intelligence;television;missile;manipulation of the media;secret intelligence service;special car;tv station;media tycoon;navy;motorcycle;secret service;hamburg germany
False,,15000000,Comedy;Drama,,586,tt0120885,en,Wag the Dog,"During the final weeks of a presidential race, the President is accused of sexual misconduct. To distract the public until the election, the President's adviser hires a Hollywood producer to help him stage a fake war.",7.603652,/sTsMrXrTya8KpFm8lgtlQR12X7Z.jpg,New Line Cinema;Tribeca Productions;Baltimore Pictures,,1997-12-25,64256513,97,sq;en,Released,"A comedy about truth, justice and other special effects.",Wag the Dog,False,6.7,273,washington d.c.;rape;cia;usa president;war veteran;staging;film maker;albania;sex scandal;senator;presidential election;gulf war;media adviser;manipulation of the media;election campaign;government;war;soldier;extramarital affair
False,,0,Drama;Romance;Thriller,,267,tt0118819,es,Carne trémula,A scorned ex-convict forces himself into the lives of the couple who put him behind bars.,6.715019,/6fpt82Sfpkzw4dZgKgZMVFoaMBb.jpg,El Deseo;France 3 Cinéma;CiBy 2000,,1997-10-28,1535558,103,es,Released,"Life, love, desire... and everything in between.",Live Flesh,False,7.2,89,sexual obsession;prostitute;adultery;adolescence;drug abuse;sexual abuse;madrid;paraplegic;bus;pregnancy and birth
False,,60000000,Crime;Thriller;Drama,,1965,tt0120787,en,A Perfect Murder,"Millionaire industrialist Steven Taylor is a man who has everything but what he craves most: the love and fidelity of his wife. A hugely successful player in the New York financial world, he considers her to be his most treasured acquisition. But she needs more than simply the role of dazzling accessory.",9.430812,/3qVJPM6tYilp3x3ckSBb3l4NyzE.jpg,Kopelson Entertainment;Warner Bros.,,1998-06-05,128038368,107,ar;en,Released,A powerful husband. An unfaithful wife. A jealous lover. All of them have a motive. Each of them has a plan.,A Perfect Murder,False,6.3,320,jealousy;blackmail;artist;planned murder;extramarital affair
False,,140000000,Action;Thriller;Science Fiction;Adventure,,95,tt0120591,en,Armageddon,"When an asteroid threatens to collide with Earth, NASA honcho Dan Truman determines the only way to stop it is to drill into its surface and detonate a nuclear bomb. This leads him to renowned driller Harry Stamper, who agrees to helm the dangerous space mission provided he can bring along his own hotshot crew. Among them is the cocksure A.J. who Harry thinks isn't good enough for his daughter, until the mission proves otherwise.",13.235112,/coINnuCzcw5FMHBty8hcudMOBnO.jpg,Jerry Bruckheimer Films;Touchstone Pictures;Valhalla Motion Pictures,,1998-07-01,553799566,151,en;ru,Released,The Earth's Darkest Day Will Be Man's Finest Hour,Armageddon,False,6.5,2540,saving the world;paris;moon;cataclysm;asteroid;self sacrifice;nasa;space marine;loss of father;daughter;space;wedding;astronaut;eiffel tower paris;duringcreditsstinger;disaster movie;space centre
False,,25000000,Drama,,380,tt0095953,en,Rain Man,Selfish yuppie Charlie Babbitt's father left a fortune to his savant brother Raymond and a pittance to Charlie; they travel cross-country.,11.267467,/A9XB6BmDlxqag4EFG4aM8R08B5t.jpg,United Artists;Star Partners II Ltd.,,1988-12-11,412800000,133,it;en,Released,A journey through understanding and fellowship.,Rain Man,False,7.6,1762,individual;mentally disabled;autism;loss of father;yuppie;car dealer;egocentrism;travel;convertible;psychiatrist;duringcreditsstinger;savant
False,,2500000,Mystery,,466,tt0067309,en,Klute,"This acclaimed thriller stars Jane Fonda as Bree Daniel, a New York City call girl who becomes enmeshed in an investigation into the disappearance of a business executive. Detective John Klute is hired to follow Daniel, and eventually begins a romance with her, but it appears that he hasn't been the only person on her trail. When it becomes clear that Daniel is being targeted, it's up to her and Klute to figure out who is after her before it's too late.",9.328822,/na0G9mmPKDWBhmLc5Rh2Eiwux6N.jpg,Gus Productions;Warner Bros.,,1971-06-21,0,114,en,Released,You'd never take her for a call girl. You'd never take him for a cop.,Klute,False,6.5,88,new york;prostitute;detective;cat;obsession;pimp;junkie;perversity;audio tape;suspense;psychologist;missing person;spectacle
False,,1000000,Comedy;Drama,,2108,tt0088847,en,The Breakfast Club,"Five high school students, all different stereotypes, meet in detention, where they pour their hearts out to each other, and discover how they have a lot more in common than they thought.",12.627678,/4ZejrrCpfoypR5lHoT3pq6yVldW.jpg,Universal Pictures;Channel Productions;A&M Films,,1985-02-15,51525171,97,en,Released,"They only met once, but it changed their lives forever.",The Breakfast Club,False,7.8,2189,high school;tardy hall;teenager;detention
False,,50000000,Comedy;Horror;Fantasy,,928,tt0099700,en,Gremlins 2: The New Batch,"Young sweethearts Billy and Kate move to the Big Apple, land jobs in a high-tech office park and soon reunite with the friendly and lovable Gizmo. But a series of accidents creates a whole new generation of Gremlins. The situation worsens when the devilish green creatures invade a top-secret laboratory and develop genetically altered powers, making them even harder to destroy!",14.383185,/mkWD9W27JYmQPbgcryPBdI2cF4r.jpg,Amblin Entertainment;Warner Bros.,,1990-06-15,41482207,106,en,Released,Here they grow again.,Gremlins 2: The New Batch,False,6.3,664,new york;monster;skyscraper;mutant;restaurant;human animal relationship;mutation;tv station;dying and death;water;research station;fur;bat;current;electric shock;cleverness;gremlin;cowardliness
